scope,group,prompt_id,aspect,n_annotations,nodes,observed_edges,eligible_edges,eligible_triples,cyclic_triples,cycle_rate,weighted_cycle_intensity,gradient_energy,residual_energy,rho_cyc
global,evaluator=quizzical_galileo,ALL,helpful,146,6,15,15,20,0,0.0,0.0,23.641560887198494,5.018234872597272,0.17509667251840297
global,evaluator=quizzical_galileo,ALL,truthful,146,6,14,9,4,0,0.0,0.0,7.723538210915648,1.8788427414653044,0.19566425772760426
global,evaluator=quizzical_galileo,ALL,harmless,146,6,4,4,1,0,0.0,0.0,3.666666666666666,0.33333333333333337,0.08333333333333334
global,evaluator=flamboyant_euclid,ALL,overall,143,6,15,13,12,4,0.3333333333333333,0.01558079967170876,9.840220538458652,10.039211140973029,0.505004936904717
global,evaluator=flamboyant_euclid,ALL,helpful,143,6,15,13,13,4,0.3076923076923077,0.01753739655837558,17.87690541864672,10.554096912355583,0.3712178976133727
global,evaluator=flamboyant_euclid,ALL,truthful,143,6,13,9,3,0,0.0,0.0,9.327906513606179,2.0508813651817106,0.18023724381090933
global,evaluator=flamboyant_euclid,ALL,harmless,143,6,7,3,0,0,,,2.9999999999999982,3.4101799548616658e-31,1.1367266516205553e-31
global,evaluator=competent_noyce,ALL,overall,141,6,15,14,16,2,0.125,0.0012046485260770975,17.951640811095192,5.67375601430163,0.24015495088753203
global,evaluator=competent_noyce,ALL,helpful,141,6,15,12,11,0,0.0,0.0,19.56552234948103,5.597031763073065,0.22243496181019998
global,evaluator=competent_noyce,ALL,truthful,141,6,15,14,16,2,0.125,0.012708333333333332,5.776411350227859,9.673588649772139,0.6261222427036983
global,evaluator=competent_noyce,ALL,harmless,141,6,6,4,0,0,,,4.684210526315788,0.3157894736842106,0.06315789473684212
