group,aspect,triplet,train_rho_cyc,test_log_loss,test_brier,test_error_rate,test_calibration_abs_error,test_pair_calibration_mae,test_majority_edge_error,n
all,harmless,allenai/tulu-2-70b | allenai/tulu-2-7b | gpt-3.5-turbo-0125,0.02778676739305989,0.4661936657171041,0.1539518792685343,0.23215099056846727,0.06287741023617739,0.09610408371356972,0.0,10
normal,truthful,allenai/tulu-2-70b | gpt-3.5-turbo-0125 | meta-llama/Llama-2-70b-chat-hf,0.07318861074379931,0.7621768900576097,0.2711082183855104,0.43604939159465006,0.13009113482081147,0.1400514021561191,0.5981973242241811,10
normal,truthful,allenai/tulu-2-70b | gpt-3.5-turbo-0125 | meta-llama/Meta-Llama-3-70B-Instruct,0.07584155498448257,0.7631012395105532,0.2593727184654748,0.3922034887944205,0.04611435194903686,0.06960050059652427,0.06878887386517288,10
normal,truthful,allenai/tulu-2-70b | gpt-4-turbo-2024-04-09 | meta-llama/Llama-2-70b-chat-hf,0.008786363895954068,0.6991171436883028,0.2448137678060375,0.38031154288797325,0.1318160527650049,0.13601999795086456,0.3413265808768344,10
normal,truthful,allenai/tulu-2-70b | gpt-4-turbo-2024-04-09 | meta-llama/Meta-Llama-3-70B-Instruct,0.030367478196980442,0.7594653944621809,0.26204482807099216,0.41335996420893056,0.08960400811549171,0.11034623425315533,0.24204073004150026,10
normal,truthful,allenai/tulu-2-70b | meta-llama/Llama-2-70b-chat-hf | meta-llama/Meta-Llama-3-70B-Instruct,0.02634025319600792,0.7987311039032414,0.27473122203871647,0.41530227310756934,0.08768013809201879,0.11433427475938704,0.3359462480802492,10
normal,truthful,allenai/tulu-2-7b | gpt-3.5-turbo-0125 | gpt-4-turbo-2024-04-09,0.029172390648768733,0.6407358258537049,0.20482945242924622,0.29007900584270063,0.0275442378048253,0.043935711733091895,0.0,10
normal,truthful,allenai/tulu-2-7b | gpt-3.5-turbo-0125 | meta-llama/Llama-2-70b-chat-hf,0.08665118626674514,0.743852641664915,0.2621335535377303,0.417359143202778,0.02966598219946138,0.11536689852251418,0.2550542135366357,10
normal,truthful,allenai/tulu-2-7b | gpt-3.5-turbo-0125 | meta-llama/Meta-Llama-3-70B-Instruct,0.03461063074836808,0.6775202933879353,0.2296538525566812,0.3303131858026376,0.06463278708295123,0.09256815434013599,0.0,10
normal,truthful,allenai/tulu-2-7b | gpt-4-turbo-2024-04-09 | meta-llama/Llama-2-70b-chat-hf,0.063112258146593,0.6647318615370909,0.2220067091218448,0.33283873125389196,0.04925989679678197,0.10391023557409589,0.027753303964757708,10
normal,truthful,allenai/tulu-2-7b | gpt-4-turbo-2024-04-09 | meta-llama/Meta-Llama-3-70B-Instruct,0.029481555400581262,0.6465726328856931,0.21371468560166912,0.3132343276648539,0.02678505848937216,0.1160835138443275,0.16216899158077466,10
normal,truthful,allenai/tulu-2-7b | meta-llama/Llama-2-70b-chat-hf | meta-llama/Meta-Llama-3-70B-Instruct,0.05610819481995094,0.6929080283555272,0.2339591203738835,0.34001820009237693,0.08451966793190359,0.10609561390780024,0.0,10
normal,truthful,gpt-3.5-turbo-0125 | gpt-4-turbo-2024-04-09 | meta-llama/Llama-2-70b-chat-hf,0.01638200705381871,0.7514802323438421,0.25703082380604336,0.397090553507807,0.1544167489854899,0.1625665087408945,0.3769961181756956,10
normal,truthful,gpt-3.5-turbo-0125 | gpt-4-turbo-2024-04-09 | meta-llama/Meta-Llama-3-70B-Instruct,0.03944547614673298,0.7424110805144861,0.24876727452215444,0.3787750107652851,0.07407318049499909,0.10270687671753062,0.2341729530377264,10
normal,truthful,gpt-3.5-turbo-0125 | meta-llama/Llama-2-70b-chat-hf | meta-llama/Meta-Llama-3-70B-Instruct,0.049526139688460556,0.7920088479560491,0.2773406175040475,0.4294293719357465,0.0959859363420958,0.12570738256562097,0.33855616442116715,10
normal,truthful,gpt-4-turbo-2024-04-09 | meta-llama/Llama-2-70b-chat-hf | meta-llama/Meta-Llama-3-70B-Instruct,0.02037112519852381,0.7560191120500962,0.268435878794977,0.44407139983174615,0.15419818516488884,0.1675961422130084,0.27645580669664793,10
