score_delta,n_min,tau,attribute,conditioning,model_1,model_2,model_3,edge_1,edge_2,edge_3,margin_1,margin_2,margin_3,support_1,support_2,support_3,weighted_cycle_intensity,min_abs_margin
10.0,10,0.1,choice_safety,low_q25,gpt-3.5-turbo,meta-llama/Llama-2-13b-chat-hf,OpenAssistant/oasst-sft-4-pythia-12b-epoch-3.5,gpt-3.5-turbo > OpenAssistant/oasst-sft-4-pythia-12b-epoch-3.5,meta-llama/Llama-2-13b-chat-hf > gpt-3.5-turbo,OpenAssistant/oasst-sft-4-pythia-12b-epoch-3.5 > meta-llama/Llama-2-13b-chat-hf,0.3333333333333333,0.16666666666666666,0.3333333333333333,15.0,12.0,12.0,0.018518518518518517,0.16666666666666666
10.0,10,0.1,choice_safety,low_q25,claude-2.1,gpt-3.5-turbo,mistralai/Mistral-7B-Instruct-v0.1,claude-2.1 > gpt-3.5-turbo,gpt-3.5-turbo > mistralai/Mistral-7B-Instruct-v0.1,mistralai/Mistral-7B-Instruct-v0.1 > claude-2.1,0.29411764705882354,0.2857142857142857,0.125,17.0,14.0,16.0,0.010504201680672268,0.125
10.0,10,0.1,choice_safety,low_q25,claude-2.1,meta-llama/Llama-2-70b-chat-hf,mistralai/Mistral-7B-Instruct-v0.1,claude-2.1 > meta-llama/Llama-2-70b-chat-hf,meta-llama/Llama-2-70b-chat-hf > mistralai/Mistral-7B-Instruct-v0.1,mistralai/Mistral-7B-Instruct-v0.1 > claude-2.1,0.4,0.1111111111111111,0.125,10.0,18.0,16.0,0.005555555555555556,0.1111111111111111
10.0,25,0.0,choice_safety,low_q25,claude-instant-1,command-light,command-nightly,claude-instant-1 > command-light,command-light > command-nightly,command-nightly > claude-instant-1,0.1111111111111111,0.25,0.037037037037037035,27.0,28.0,27.0,0.0010288065843621398,0.037037037037037035
10.0,25,0.0,choice_safety,low_q25,claude-instant-1,command-nightly,HuggingFaceH4/zephyr-7b-beta,claude-instant-1 > HuggingFaceH4/zephyr-7b-beta,command-nightly > claude-instant-1,HuggingFaceH4/zephyr-7b-beta > command-nightly,0.08,0.037037037037037035,0.16,25.0,27.0,25.0,0.0004740740740740741,0.037037037037037035
0.0,10,0.0,choice_diversity,high_q75,claude-instant-1,meta-llama/Llama-2-13b-chat-hf,meta-llama/Llama-2-7b-chat-hf,claude-instant-1 > meta-llama/Llama-2-13b-chat-hf,meta-llama/Llama-2-13b-chat-hf > meta-llama/Llama-2-7b-chat-hf,meta-llama/Llama-2-7b-chat-hf > claude-instant-1,0.8666666666666667,0.5384615384615384,0.14285714285714285,15.0,13.0,21.0,0.06666666666666667,0.14285714285714285
0.0,10,0.0,choice_diversity,high_q75,gpt-3.5-turbo,meta-llama/Llama-2-13b-chat-hf,meta-llama/Llama-2-7b-chat-hf,gpt-3.5-turbo > meta-llama/Llama-2-13b-chat-hf,meta-llama/Llama-2-13b-chat-hf > meta-llama/Llama-2-7b-chat-hf,meta-llama/Llama-2-7b-chat-hf > gpt-3.5-turbo,0.07692307692307693,0.5384615384615384,0.5833333333333334,13.0,13.0,24.0,0.02416173570019724,0.07692307692307693
0.0,10,0.0,choice_diversity,high_q75,meta-llama/Llama-2-7b-chat-hf,models/chat-bison-001,claude-instant-1,meta-llama/Llama-2-7b-chat-hf > claude-instant-1,models/chat-bison-001 > meta-llama/Llama-2-7b-chat-hf,claude-instant-1 > models/chat-bison-001,0.14285714285714285,0.46875,0.28,21.0,32.0,25.0,0.018750000000000003,0.14285714285714285
0.0,10,0.0,choice_diversity,high_q75,claude-instant-1,meta-llama/Llama-2-70b-chat-hf,meta-llama/Llama-2-7b-chat-hf,claude-instant-1 > meta-llama/Llama-2-70b-chat-hf,meta-llama/Llama-2-70b-chat-hf > meta-llama/Llama-2-7b-chat-hf,meta-llama/Llama-2-7b-chat-hf > claude-instant-1,0.36,0.36,0.14285714285714285,25.0,25.0,21.0,0.018514285714285712,0.14285714285714285
0.0,10,0.0,choice_diversity,high_q75,meta-llama/Llama-2-13b-chat-hf,meta-llama/Llama-2-7b-chat-hf,mistralai/Mistral-7B-Instruct-v0.1,meta-llama/Llama-2-13b-chat-hf > meta-llama/Llama-2-7b-chat-hf,meta-llama/Llama-2-7b-chat-hf > mistralai/Mistral-7B-Instruct-v0.1,mistralai/Mistral-7B-Instruct-v0.1 > meta-llama/Llama-2-13b-chat-hf,0.5384615384615384,0.18181818181818182,0.09090909090909091,13.0,22.0,11.0,0.008900190718372537,0.09090909090909091
0.0,10,0.0,choice_diversity,high_q75,command-nightly,timdettmers/guanaco-33b-merged,HuggingFaceH4/zephyr-7b-beta,command-nightly > HuggingFaceH4/zephyr-7b-beta,timdettmers/guanaco-33b-merged > command-nightly,HuggingFaceH4/zephyr-7b-beta > timdettmers/guanaco-33b-merged,0.14814814814814814,0.1875,0.3157894736842105,27.0,32.0,38.0,0.008771929824561403,0.14814814814814814
0.0,10,0.0,choice_diversity,high_q75,meta-llama/Llama-2-7b-chat-hf,timdettmers/guanaco-33b-merged,claude-instant-1,meta-llama/Llama-2-7b-chat-hf > claude-instant-1,timdettmers/guanaco-33b-merged > meta-llama/Llama-2-7b-chat-hf,claude-instant-1 > timdettmers/guanaco-33b-merged,0.14285714285714285,0.6363636363636364,0.09090909090909091,21.0,22.0,33.0,0.008264462809917354,0.09090909090909091
0.0,10,0.0,choice_diversity,high_q75,gpt-4-1106-preview,timdettmers/guanaco-33b-merged,HuggingFaceH4/zephyr-7b-beta,gpt-4-1106-preview > HuggingFaceH4/zephyr-7b-beta,timdettmers/guanaco-33b-merged > gpt-4-1106-preview,HuggingFaceH4/zephyr-7b-beta > timdettmers/guanaco-33b-merged,0.034482758620689655,0.35714285714285715,0.3157894736842105,29.0,28.0,38.0,0.00388903292714545,0.034482758620689655
0.0,10,0.0,choice_diversity,high_q75,claude-instant-1,command-light,meta-llama/Llama-2-7b-chat-hf,claude-instant-1 > command-light,command-light > meta-llama/Llama-2-7b-chat-hf,meta-llama/Llama-2-7b-chat-hf > claude-instant-1,0.08333333333333333,0.26666666666666666,0.14285714285714285,24.0,30.0,21.0,0.003174603174603174,0.08333333333333333
0.0,10,0.0,choice_diversity,high_q75,gpt-4-1106-preview,meta-llama/Llama-2-7b-chat-hf,HuggingFaceH4/zephyr-7b-beta,gpt-4-1106-preview > HuggingFaceH4/zephyr-7b-beta,meta-llama/Llama-2-7b-chat-hf > gpt-4-1106-preview,HuggingFaceH4/zephyr-7b-beta > meta-llama/Llama-2-7b-chat-hf,0.034482758620689655,0.25925925925925924,0.25,29.0,27.0,24.0,0.002234993614303959,0.034482758620689655
0.0,10,0.0,choice_diversity,high_q75,claude-instant-1,meta-llama/Llama-2-7b-chat-hf,HuggingFaceH4/zephyr-7b-beta,claude-instant-1 > HuggingFaceH4/zephyr-7b-beta,meta-llama/Llama-2-7b-chat-hf > claude-instant-1,HuggingFaceH4/zephyr-7b-beta > meta-llama/Llama-2-7b-chat-hf,0.05,0.14285714285714285,0.25,40.0,21.0,24.0,0.0017857142857142857,0.05
0.0,10,0.0,choice_diversity,high_q75,command-nightly,meta-llama/Llama-2-70b-chat-hf,HuggingFaceH4/zephyr-7b-beta,command-nightly > HuggingFaceH4/zephyr-7b-beta,meta-llama/Llama-2-70b-chat-hf > command-nightly,HuggingFaceH4/zephyr-7b-beta > meta-llama/Llama-2-70b-chat-hf,0.14814814814814814,0.09090909090909091,0.1111111111111111,27.0,22.0,18.0,0.0014964459408903852,0.09090909090909091
0.0,10,0.0,choice_diversity,high_q75,command-nightly,meta-llama/Llama-2-70b-chat-hf,claude-instant-1,command-nightly > claude-instant-1,meta-llama/Llama-2-70b-chat-hf > command-nightly,claude-instant-1 > meta-llama/Llama-2-70b-chat-hf,0.034482758620689655,0.09090909090909091,0.36,29.0,22.0,25.0,0.001128526645768025,0.034482758620689655
0.0,10,0.0,choice_diversity,high_q75,command-nightly,models/chat-bison-001,claude-instant-1,command-nightly > claude-instant-1,models/chat-bison-001 > command-nightly,claude-instant-1 > models/chat-bison-001,0.034482758620689655,0.1111111111111111,0.28,29.0,27.0,25.0,0.0010727969348659004,0.034482758620689655
0.0,10,0.0,choice_diversity,high_q75,HuggingFaceH4/zephyr-7b-beta,command-light,gpt-4-1106-preview,HuggingFaceH4/zephyr-7b-beta > command-light,command-light > gpt-4-1106-preview,gpt-4-1106-preview > HuggingFaceH4/zephyr-7b-beta,0.07692307692307693,0.3333333333333333,0.034482758620689655,26.0,30.0,29.0,0.0008841732979664014,0.034482758620689655
0.0,10,0.0,choice_diversity,high_q75,command-light,meta-llama/Llama-2-70b-chat-hf,models/chat-bison-001,command-light > meta-llama/Llama-2-70b-chat-hf,meta-llama/Llama-2-70b-chat-hf > models/chat-bison-001,models/chat-bison-001 > command-light,0.18518518518518517,0.1,0.043478260869565216,27.0,30.0,23.0,0.0008051529790660224,0.043478260869565216
0.0,10,0.0,choice_diversity,high_q75,HuggingFaceH4/zephyr-7b-beta,meta-llama/Llama-2-70b-chat-hf,models/chat-bison-001,HuggingFaceH4/zephyr-7b-beta > meta-llama/Llama-2-70b-chat-hf,meta-llama/Llama-2-70b-chat-hf > models/chat-bison-001,models/chat-bison-001 > HuggingFaceH4/zephyr-7b-beta,0.1111111111111111,0.1,0.06666666666666667,18.0,30.0,30.0,0.0007407407407407408,0.06666666666666667
0.0,10,0.0,choice_diversity,high_q75,command-nightly,timdettmers/guanaco-33b-merged,claude-instant-1,command-nightly > claude-instant-1,timdettmers/guanaco-33b-merged > command-nightly,claude-instant-1 > timdettmers/guanaco-33b-merged,0.034482758620689655,0.1875,0.09090909090909091,29.0,32.0,33.0,0.0005877742946708464,0.034482758620689655
0.0,10,0.0,choice_diversity,high_q75,HuggingFaceH4/zephyr-7b-beta,command-light,command-nightly,HuggingFaceH4/zephyr-7b-beta > command-light,command-light > command-nightly,command-nightly > HuggingFaceH4/zephyr-7b-beta,0.07692307692307693,0.03125,0.14814814814814814,26.0,32.0,27.0,0.00035612535612535614,0.03125
0.0,10,0.0,choice_diversity,high_q75,claude-2,gpt-3.5-turbo,meta-llama/Llama-2-13b-chat-hf,claude-2 > gpt-3.5-turbo,gpt-3.5-turbo > meta-llama/Llama-2-13b-chat-hf,meta-llama/Llama-2-13b-chat-hf > claude-2,0.047619047619047616,0.07692307692307693,0.047619047619047616,21.0,13.0,21.0,0.00017442874585731728,0.047619047619047616
0.0,10,0.0,choice_diversity,high_q75,claude-instant-1,command-light,command-nightly,claude-instant-1 > command-light,command-light > command-nightly,command-nightly > claude-instant-1,0.08333333333333333,0.03125,0.034482758620689655,24.0,32.0,29.0,8.979885057471264e-05,0.03125
0.0,10,0.05,choice_diversity,high_q75,claude-instant-1,meta-llama/Llama-2-13b-chat-hf,meta-llama/Llama-2-7b-chat-hf,claude-instant-1 > meta-llama/Llama-2-13b-chat-hf,meta-llama/Llama-2-13b-chat-hf > meta-llama/Llama-2-7b-chat-hf,meta-llama/Llama-2-7b-chat-hf > claude-instant-1,0.8666666666666667,0.5384615384615384,0.14285714285714285,15.0,13.0,21.0,0.06666666666666667,0.14285714285714285
0.0,10,0.05,choice_diversity,high_q75,gpt-3.5-turbo,meta-llama/Llama-2-13b-chat-hf,meta-llama/Llama-2-7b-chat-hf,gpt-3.5-turbo > meta-llama/Llama-2-13b-chat-hf,meta-llama/Llama-2-13b-chat-hf > meta-llama/Llama-2-7b-chat-hf,meta-llama/Llama-2-7b-chat-hf > gpt-3.5-turbo,0.07692307692307693,0.5384615384615384,0.5833333333333334,13.0,13.0,24.0,0.02416173570019724,0.07692307692307693
0.0,10,0.05,choice_diversity,high_q75,meta-llama/Llama-2-7b-chat-hf,models/chat-bison-001,claude-instant-1,meta-llama/Llama-2-7b-chat-hf > claude-instant-1,models/chat-bison-001 > meta-llama/Llama-2-7b-chat-hf,claude-instant-1 > models/chat-bison-001,0.14285714285714285,0.46875,0.28,21.0,32.0,25.0,0.018750000000000003,0.14285714285714285
0.0,10,0.05,choice_diversity,high_q75,claude-instant-1,meta-llama/Llama-2-70b-chat-hf,meta-llama/Llama-2-7b-chat-hf,claude-instant-1 > meta-llama/Llama-2-70b-chat-hf,meta-llama/Llama-2-70b-chat-hf > meta-llama/Llama-2-7b-chat-hf,meta-llama/Llama-2-7b-chat-hf > claude-instant-1,0.36,0.36,0.14285714285714285,25.0,25.0,21.0,0.018514285714285712,0.14285714285714285
0.0,10,0.05,choice_diversity,high_q75,meta-llama/Llama-2-13b-chat-hf,meta-llama/Llama-2-7b-chat-hf,mistralai/Mistral-7B-Instruct-v0.1,meta-llama/Llama-2-13b-chat-hf > meta-llama/Llama-2-7b-chat-hf,meta-llama/Llama-2-7b-chat-hf > mistralai/Mistral-7B-Instruct-v0.1,mistralai/Mistral-7B-Instruct-v0.1 > meta-llama/Llama-2-13b-chat-hf,0.5384615384615384,0.18181818181818182,0.09090909090909091,13.0,22.0,11.0,0.008900190718372537,0.09090909090909091
0.0,10,0.05,choice_diversity,high_q75,command-nightly,timdettmers/guanaco-33b-merged,HuggingFaceH4/zephyr-7b-beta,command-nightly > HuggingFaceH4/zephyr-7b-beta,timdettmers/guanaco-33b-merged > command-nightly,HuggingFaceH4/zephyr-7b-beta > timdettmers/guanaco-33b-merged,0.14814814814814814,0.1875,0.3157894736842105,27.0,32.0,38.0,0.008771929824561403,0.14814814814814814
0.0,10,0.05,choice_diversity,high_q75,meta-llama/Llama-2-7b-chat-hf,timdettmers/guanaco-33b-merged,claude-instant-1,meta-llama/Llama-2-7b-chat-hf > claude-instant-1,timdettmers/guanaco-33b-merged > meta-llama/Llama-2-7b-chat-hf,claude-instant-1 > timdettmers/guanaco-33b-merged,0.14285714285714285,0.6363636363636364,0.09090909090909091,21.0,22.0,33.0,0.008264462809917354,0.09090909090909091
0.0,10,0.05,choice_diversity,high_q75,claude-instant-1,command-light,meta-llama/Llama-2-7b-chat-hf,claude-instant-1 > command-light,command-light > meta-llama/Llama-2-7b-chat-hf,meta-llama/Llama-2-7b-chat-hf > claude-instant-1,0.08333333333333333,0.26666666666666666,0.14285714285714285,24.0,30.0,21.0,0.003174603174603174,0.08333333333333333
0.0,10,0.05,choice_diversity,high_q75,command-nightly,meta-llama/Llama-2-70b-chat-hf,HuggingFaceH4/zephyr-7b-beta,command-nightly > HuggingFaceH4/zephyr-7b-beta,meta-llama/Llama-2-70b-chat-hf > command-nightly,HuggingFaceH4/zephyr-7b-beta > meta-llama/Llama-2-70b-chat-hf,0.14814814814814814,0.09090909090909091,0.1111111111111111,27.0,22.0,18.0,0.0014964459408903852,0.09090909090909091
0.0,10,0.05,choice_diversity,high_q75,HuggingFaceH4/zephyr-7b-beta,meta-llama/Llama-2-70b-chat-hf,models/chat-bison-001,HuggingFaceH4/zephyr-7b-beta > meta-llama/Llama-2-70b-chat-hf,meta-llama/Llama-2-70b-chat-hf > models/chat-bison-001,models/chat-bison-001 > HuggingFaceH4/zephyr-7b-beta,0.1111111111111111,0.1,0.06666666666666667,18.0,30.0,30.0,0.0007407407407407408,0.06666666666666667
0.0,10,0.1,choice_diversity,high_q75,claude-instant-1,meta-llama/Llama-2-13b-chat-hf,meta-llama/Llama-2-7b-chat-hf,claude-instant-1 > meta-llama/Llama-2-13b-chat-hf,meta-llama/Llama-2-13b-chat-hf > meta-llama/Llama-2-7b-chat-hf,meta-llama/Llama-2-7b-chat-hf > claude-instant-1,0.8666666666666667,0.5384615384615384,0.14285714285714285,15.0,13.0,21.0,0.06666666666666667,0.14285714285714285
0.0,10,0.1,choice_diversity,high_q75,meta-llama/Llama-2-7b-chat-hf,models/chat-bison-001,claude-instant-1,meta-llama/Llama-2-7b-chat-hf > claude-instant-1,models/chat-bison-001 > meta-llama/Llama-2-7b-chat-hf,claude-instant-1 > models/chat-bison-001,0.14285714285714285,0.46875,0.28,21.0,32.0,25.0,0.018750000000000003,0.14285714285714285
0.0,10,0.1,choice_diversity,high_q75,claude-instant-1,meta-llama/Llama-2-70b-chat-hf,meta-llama/Llama-2-7b-chat-hf,claude-instant-1 > meta-llama/Llama-2-70b-chat-hf,meta-llama/Llama-2-70b-chat-hf > meta-llama/Llama-2-7b-chat-hf,meta-llama/Llama-2-7b-chat-hf > claude-instant-1,0.36,0.36,0.14285714285714285,25.0,25.0,21.0,0.018514285714285712,0.14285714285714285
0.0,10,0.1,choice_diversity,high_q75,command-nightly,timdettmers/guanaco-33b-merged,HuggingFaceH4/zephyr-7b-beta,command-nightly > HuggingFaceH4/zephyr-7b-beta,timdettmers/guanaco-33b-merged > command-nightly,HuggingFaceH4/zephyr-7b-beta > timdettmers/guanaco-33b-merged,0.14814814814814814,0.1875,0.3157894736842105,27.0,32.0,38.0,0.008771929824561403,0.14814814814814814
0.0,25,0.0,choice_diversity,high_q75,command-nightly,timdettmers/guanaco-33b-merged,HuggingFaceH4/zephyr-7b-beta,command-nightly > HuggingFaceH4/zephyr-7b-beta,timdettmers/guanaco-33b-merged > command-nightly,HuggingFaceH4/zephyr-7b-beta > timdettmers/guanaco-33b-merged,0.14814814814814814,0.1875,0.3157894736842105,27.0,32.0,38.0,0.008771929824561403,0.14814814814814814
0.0,25,0.0,choice_diversity,high_q75,gpt-4-1106-preview,timdettmers/guanaco-33b-merged,HuggingFaceH4/zephyr-7b-beta,gpt-4-1106-preview > HuggingFaceH4/zephyr-7b-beta,timdettmers/guanaco-33b-merged > gpt-4-1106-preview,HuggingFaceH4/zephyr-7b-beta > timdettmers/guanaco-33b-merged,0.034482758620689655,0.35714285714285715,0.3157894736842105,29.0,28.0,38.0,0.00388903292714545,0.034482758620689655
0.0,25,0.0,choice_diversity,high_q75,command-nightly,models/chat-bison-001,claude-instant-1,command-nightly > claude-instant-1,models/chat-bison-001 > command-nightly,claude-instant-1 > models/chat-bison-001,0.034482758620689655,0.1111111111111111,0.28,29.0,27.0,25.0,0.0010727969348659004,0.034482758620689655
0.0,25,0.0,choice_diversity,high_q75,HuggingFaceH4/zephyr-7b-beta,command-light,gpt-4-1106-preview,HuggingFaceH4/zephyr-7b-beta > command-light,command-light > gpt-4-1106-preview,gpt-4-1106-preview > HuggingFaceH4/zephyr-7b-beta,0.07692307692307693,0.3333333333333333,0.034482758620689655,26.0,30.0,29.0,0.0008841732979664014,0.034482758620689655
0.0,25,0.0,choice_diversity,high_q75,command-nightly,timdettmers/guanaco-33b-merged,claude-instant-1,command-nightly > claude-instant-1,timdettmers/guanaco-33b-merged > command-nightly,claude-instant-1 > timdettmers/guanaco-33b-merged,0.034482758620689655,0.1875,0.09090909090909091,29.0,32.0,33.0,0.0005877742946708464,0.034482758620689655
0.0,25,0.0,choice_diversity,high_q75,HuggingFaceH4/zephyr-7b-beta,command-light,command-nightly,HuggingFaceH4/zephyr-7b-beta > command-light,command-light > command-nightly,command-nightly > HuggingFaceH4/zephyr-7b-beta,0.07692307692307693,0.03125,0.14814814814814814,26.0,32.0,27.0,0.00035612535612535614,0.03125
0.0,25,0.05,choice_diversity,high_q75,command-nightly,timdettmers/guanaco-33b-merged,HuggingFaceH4/zephyr-7b-beta,command-nightly > HuggingFaceH4/zephyr-7b-beta,timdettmers/guanaco-33b-merged > command-nightly,HuggingFaceH4/zephyr-7b-beta > timdettmers/guanaco-33b-merged,0.14814814814814814,0.1875,0.3157894736842105,27.0,32.0,38.0,0.008771929824561403,0.14814814814814814
0.0,25,0.1,choice_diversity,high_q75,command-nightly,timdettmers/guanaco-33b-merged,HuggingFaceH4/zephyr-7b-beta,command-nightly > HuggingFaceH4/zephyr-7b-beta,timdettmers/guanaco-33b-merged > command-nightly,HuggingFaceH4/zephyr-7b-beta > timdettmers/guanaco-33b-merged,0.14814814814814814,0.1875,0.3157894736842105,27.0,32.0,38.0,0.008771929824561403,0.14814814814814814
2.0,10,0.0,choice_diversity,high_q75,claude-instant-1,meta-llama/Llama-2-13b-chat-hf,meta-llama/Llama-2-7b-chat-hf,claude-instant-1 > meta-llama/Llama-2-13b-chat-hf,meta-llama/Llama-2-13b-chat-hf > meta-llama/Llama-2-7b-chat-hf,meta-llama/Llama-2-7b-chat-hf > claude-instant-1,0.8666666666666667,0.6363636363636364,0.14285714285714285,15.0,11.0,21.0,0.07878787878787878,0.14285714285714285
2.0,10,0.0,choice_diversity,high_q75,gpt-3.5-turbo,meta-llama/Llama-2-13b-chat-hf,meta-llama/Llama-2-7b-chat-hf,gpt-3.5-turbo > meta-llama/Llama-2-13b-chat-hf,meta-llama/Llama-2-13b-chat-hf > meta-llama/Llama-2-7b-chat-hf,meta-llama/Llama-2-7b-chat-hf > gpt-3.5-turbo,0.07692307692307693,0.6363636363636364,0.5833333333333334,13.0,11.0,24.0,0.028554778554778556,0.07692307692307693
2.0,10,0.0,choice_diversity,high_q75,meta-llama/Llama-2-7b-chat-hf,models/chat-bison-001,claude-instant-1,meta-llama/Llama-2-7b-chat-hf > claude-instant-1,models/chat-bison-001 > meta-llama/Llama-2-7b-chat-hf,claude-instant-1 > models/chat-bison-001,0.14285714285714285,0.5517241379310345,0.28,21.0,29.0,25.0,0.02206896551724138,0.14285714285714285
2.0,10,0.0,choice_diversity,high_q75,meta-llama/Llama-2-13b-chat-hf,meta-llama/Llama-2-7b-chat-hf,mistralai/Mistral-7B-Instruct-v0.1,meta-llama/Llama-2-13b-chat-hf > meta-llama/Llama-2-7b-chat-hf,meta-llama/Llama-2-7b-chat-hf > mistralai/Mistral-7B-Instruct-v0.1,mistralai/Mistral-7B-Instruct-v0.1 > meta-llama/Llama-2-13b-chat-hf,0.6363636363636364,0.14285714285714285,0.2,11.0,21.0,10.0,0.01818181818181818,0.14285714285714285
2.0,10,0.0,choice_diversity,high_q75,claude-instant-1,meta-llama/Llama-2-70b-chat-hf,meta-llama/Llama-2-7b-chat-hf,claude-instant-1 > meta-llama/Llama-2-70b-chat-hf,meta-llama/Llama-2-70b-chat-hf > meta-llama/Llama-2-7b-chat-hf,meta-llama/Llama-2-7b-chat-hf > claude-instant-1,0.3333333333333333,0.36363636363636365,0.14285714285714285,24.0,22.0,21.0,0.017316017316017316,0.14285714285714285
2.0,10,0.0,choice_diversity,high_q75,command-nightly,timdettmers/guanaco-33b-merged,HuggingFaceH4/zephyr-7b-beta,command-nightly > HuggingFaceH4/zephyr-7b-beta,timdettmers/guanaco-33b-merged > command-nightly,HuggingFaceH4/zephyr-7b-beta > timdettmers/guanaco-33b-merged,0.19230769230769232,0.3103448275862069,0.2777777777777778,26.0,29.0,36.0,0.016578249336870028,0.19230769230769232
2.0,10,0.0,choice_diversity,high_q75,claude-2.1,meta-llama/Llama-2-70b-chat-hf,OpenAssistant/oasst-sft-4-pythia-12b-epoch-3.5,claude-2.1 > OpenAssistant/oasst-sft-4-pythia-12b-epoch-3.5,meta-llama/Llama-2-70b-chat-hf > claude-2.1,OpenAssistant/oasst-sft-4-pythia-12b-epoch-3.5 > meta-llama/Llama-2-70b-chat-hf,0.4666666666666667,0.5652173913043478,0.05263157894736842,15.0,23.0,19.0,0.013882532418001525,0.05263157894736842
2.0,10,0.0,choice_diversity,high_q75,meta-llama/Llama-2-7b-chat-hf,timdettmers/guanaco-33b-merged,claude-instant-1,meta-llama/Llama-2-7b-chat-hf > claude-instant-1,timdettmers/guanaco-33b-merged > meta-llama/Llama-2-7b-chat-hf,claude-instant-1 > timdettmers/guanaco-33b-merged,0.14285714285714285,0.6190476190476191,0.125,21.0,21.0,32.0,0.011054421768707483,0.125
2.0,10,0.0,choice_diversity,high_q75,OpenAssistant/oasst-sft-4-pythia-12b-epoch-3.5,meta-llama/Llama-2-70b-chat-hf,mistralai/Mistral-7B-Instruct-v0.1,OpenAssistant/oasst-sft-4-pythia-12b-epoch-3.5 > meta-llama/Llama-2-70b-chat-hf,meta-llama/Llama-2-70b-chat-hf > mistralai/Mistral-7B-Instruct-v0.1,mistralai/Mistral-7B-Instruct-v0.1 > OpenAssistant/oasst-sft-4-pythia-12b-epoch-3.5,0.05263157894736842,0.3333333333333333,0.375,19.0,12.0,16.0,0.006578947368421052,0.05263157894736842
2.0,10,0.0,choice_diversity,high_q75,OpenAssistant/oasst-sft-4-pythia-12b-epoch-3.5,meta-llama/Llama-2-70b-chat-hf,meta-llama/Llama-2-7b-chat-hf,OpenAssistant/oasst-sft-4-pythia-12b-epoch-3.5 > meta-llama/Llama-2-70b-chat-hf,meta-llama/Llama-2-70b-chat-hf > meta-llama/Llama-2-7b-chat-hf,meta-llama/Llama-2-7b-chat-hf > OpenAssistant/oasst-sft-4-pythia-12b-epoch-3.5,0.05263157894736842,0.36363636363636365,0.2,19.0,22.0,20.0,0.003827751196172249,0.05263157894736842
2.0,10,0.0,choice_diversity,high_q75,gpt-4-1106-preview,timdettmers/guanaco-33b-merged,HuggingFaceH4/zephyr-7b-beta,gpt-4-1106-preview > HuggingFaceH4/zephyr-7b-beta,timdettmers/guanaco-33b-merged > gpt-4-1106-preview,HuggingFaceH4/zephyr-7b-beta > timdettmers/guanaco-33b-merged,0.034482758620689655,0.3333333333333333,0.2777777777777778,29.0,27.0,36.0,0.0031928480204342275,0.034482758620689655
2.0,10,0.0,choice_diversity,high_q75,gpt-3.5-turbo,meta-llama/Llama-2-70b-chat-hf,OpenAssistant/oasst-sft-4-pythia-12b-epoch-3.5,gpt-3.5-turbo > OpenAssistant/oasst-sft-4-pythia-12b-epoch-3.5,meta-llama/Llama-2-70b-chat-hf > gpt-3.5-turbo,OpenAssistant/oasst-sft-4-pythia-12b-epoch-3.5 > meta-llama/Llama-2-70b-chat-hf,0.2222222222222222,0.2,0.05263157894736842,18.0,15.0,19.0,0.0023391812865497076,0.05263157894736842
2.0,10,0.0,choice_diversity,high_q75,gpt-4-1106-preview,meta-llama/Llama-2-7b-chat-hf,HuggingFaceH4/zephyr-7b-beta,gpt-4-1106-preview > HuggingFaceH4/zephyr-7b-beta,meta-llama/Llama-2-7b-chat-hf > gpt-4-1106-preview,HuggingFaceH4/zephyr-7b-beta > meta-llama/Llama-2-7b-chat-hf,0.034482758620689655,0.25925925925925924,0.25,29.0,27.0,24.0,0.002234993614303959,0.034482758620689655
2.0,10,0.0,choice_diversity,high_q75,gpt-4,meta-llama/Llama-2-70b-chat-hf,OpenAssistant/oasst-sft-4-pythia-12b-epoch-3.5,gpt-4 > OpenAssistant/oasst-sft-4-pythia-12b-epoch-3.5,meta-llama/Llama-2-70b-chat-hf > gpt-4,OpenAssistant/oasst-sft-4-pythia-12b-epoch-3.5 > meta-llama/Llama-2-70b-chat-hf,0.34782608695652173,0.12,0.05263157894736842,23.0,25.0,19.0,0.0021967963386727686,0.05263157894736842
2.0,10,0.0,choice_diversity,high_q75,OpenAssistant/oasst-sft-4-pythia-12b-epoch-3.5,meta-llama/Llama-2-70b-chat-hf,models/chat-bison-001,OpenAssistant/oasst-sft-4-pythia-12b-epoch-3.5 > meta-llama/Llama-2-70b-chat-hf,meta-llama/Llama-2-70b-chat-hf > models/chat-bison-001,models/chat-bison-001 > OpenAssistant/oasst-sft-4-pythia-12b-epoch-3.5,0.05263157894736842,0.06896551724137931,0.5454545454545454,19.0,29.0,22.0,0.001979871308364956,0.05263157894736842
2.0,10,0.0,choice_diversity,high_q75,claude-instant-1,meta-llama/Llama-2-7b-chat-hf,HuggingFaceH4/zephyr-7b-beta,claude-instant-1 > HuggingFaceH4/zephyr-7b-beta,meta-llama/Llama-2-7b-chat-hf > claude-instant-1,HuggingFaceH4/zephyr-7b-beta > meta-llama/Llama-2-7b-chat-hf,0.05,0.14285714285714285,0.25,40.0,21.0,24.0,0.0017857142857142857,0.05
